co_municipio,no_municipio,sg_uf,categoria,no_regiao_turistica
3155009,Rio Doce,MG,Município com oferta turística complementar,Montanhas e Fé
3155207,Rio Espera,MG,Município com oferta turística complementar,Villas e Fazendas de Minas
3155405,Rio Novo,MG,Município com oferta turística complementar,Caminhos Verdes de Minas
3155504,Rio Paranaíba,MG,Município com oferta turística complementar,Caminhos do Cerrado
3155603,Rio Pardo de Minas,MG,Município de apoio ao turismo,Serra Geral do Norte de Minas
3155702,Rio Piracicaba,MG,Município com oferta turística complementar,Mata Atlântica de Minas
3155801,Rio Pomba,MG,Município turístico,Caminhos Verdes de Minas
3156007,Rio Vermelho,MG,Município com oferta turística complementar,Diamantes
3156106,Ritápolis,MG,Município com oferta turística complementar,Trilha dos Inconfidentes
3156304,Rodeiro,MG,Município com oferta turística complementar,Serras e Cachoeiras
3156502,Rubelita,MG,Município de apoio ao turismo,Cachaça
3156601,Rubim,MG,Município com oferta turística complementar,Vale do Jequitinhonha
3156700,Sabará,MG,Município com oferta turística complementar,Ouro
3156809,Sabinópolis,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3156908,Sacramento,MG,Município turístico,Nascentes das Gerais e Canastra
3157005,Salinas,MG,Município turístico,Cachaça
3157203,Santa Bárbara,MG,Município turístico,Ouro
3157302,Santa Bárbara do Tugúrio,MG,Município com oferta turística complementar,Trilha dos Inconfidentes
3157336,Santa Cruz de Minas,MG,Município com oferta turística complementar,Trilha dos Inconfidentes
3157401,Santa Cruz do Escalvado,MG,Município com oferta turística complementar,Montanhas e Fé
3157500,Santa Efigênia de Minas,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3157807,Santa Luzia,MG,Município com oferta turística complementar,Ouro
3157906,Santa Margarida,MG,Município de apoio ao turismo,Montanhas e Fé
3158003,Santa Maria de Itabira,MG,Município de apoio ao turismo,
3158201,Santa Maria do Suaçuí,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3158300,Santana da Vargem,MG,Município com oferta turística complementar,Lago de Furnas
3158409,Santana de Cataguases,MG,Município com oferta turística complementar,Serras e Cachoeiras
3158508,Santana de Pirapama,MG,Município de apoio ao turismo,Grutas
3158706,Santana do Garambéu,MG,Município com oferta turística complementar,Serras de Ibitipoca
3158805,Santana do Jacaré,MG,Município de apoio ao turismo,Campo das Vertentes
3158904,Santana do Manhuaçu,MG,Município com oferta turística complementar,Pico da Bandeira
3158953,Santana do Paraíso,MG,Município com oferta turística complementar,Mata Atlântica de Minas
3159001,Santana do Riacho,MG,Município turístico,Serra do Cipó
3159209,Santa Rita de Caldas,MG,Município com oferta turística complementar,Caminhos Gerais
3159357,Santa Rita de Minas,MG,Município com oferta turística complementar,Rota do Muriqui
3159506,Santa Rita do Itueto,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3159605,Santa Rita do Sapucaí,MG,Município turístico,Caminhos da Mantiqueira
3159803,Santa Vitória,MG,Município turístico,Rota do Triângulo
3160009,Santo Antônio do Aventureiro,MG,Município com oferta turística complementar,Serras e Cachoeiras
3160108,Santo Antônio do Grama,MG,Município com oferta turística complementar,Montanhas e Fé
3160207,Santo Antônio do Itambé,MG,Município de apoio ao turismo,Diamantes
3160405,Santo Antônio do Monte,MG,Município com oferta turística complementar,Grutas e Mar de Minas
3160504,Santo Antônio do Rio Abaixo,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3160603,Santo Hipólito,MG,Município com oferta turística complementar,Guimarães Rosa
3160702,Santos Dumont,MG,Município turístico,Caminho Novo
3160801,São Bento Abade,MG,Município com oferta turística complementar,Região Encantos de Minas
3160900,São Brás do Suaçuí,MG,Município com oferta turística complementar,Veredas
3161007,São Domingos do Prata,MG,Município com oferta turística complementar,Montanhas e Fé
3161056,São Félix de Minas,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3161106,São Francisco,MG,Município com oferta turística complementar,Velho Chico
3161304,São Francisco de Sales,MG,Município com oferta turística complementar,Rota do Triângulo
3161601,São Geraldo da Piedade,MG,Município de apoio ao turismo,Trilhas do Rio Doce
3161700,São Gonçalo do Abaeté,MG,Município com oferta turística complementar,Lago de Três Marias
3161809,São Gonçalo do Pará,MG,Município com oferta turística complementar,Verde - Trilha dos Bandeirantes
3161908,São Gonçalo do Rio Abaixo,MG,Município com oferta turística complementar,
3125507,São Gonçalo do Rio Preto,MG,Município com oferta turística complementar,Diamantes
3162005,São Gonçalo do Sapucaí,MG,Município com oferta turística complementar,Caminhos da Mantiqueira
3162104,São Gotardo,MG,Município turístico,Caminhos do Cerrado
3162203,São João Batista do Glória,MG,Município com oferta turística complementar,Nascentes das Gerais e Canastra
3162302,São João da Mata,MG,Município de apoio ao turismo,Caminhos Gerais
3162401,São João da Ponte,MG,Município com oferta turística complementar,Sertão Gerais
3162500,São João del Rei,MG,Município turístico,Trilha dos Inconfidentes
3162559,São João do Manhuaçu,MG,Município com oferta turística complementar,Montanhas e Fé
3162658,São João do Pacuí,MG,Município de apoio ao turismo,Sertão Gerais
3162708,São João do Paraíso,MG,Município de apoio ao turismo,Cachaça
3162807,São João Evangelista,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3162922,São Joaquim de Bicas,MG,Município turístico,Veredas
3162948,São José da Barra,MG,Município com oferta turística complementar,Grutas e Mar de Minas
3162955,São José da Lapa,MG,Município turístico,Grutas
3163003,São José da Safira,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3163201,São José do Alegre,MG,Município com oferta turística complementar,Caminhos da Mantiqueira
3163300,São José do Divino,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3163409,São José do Goiabal,MG,Município de apoio ao turismo,Mata Atlântica de Minas
3163508,São José do Jacuri,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3163805,São Miguel do Anta,MG,Município com oferta turística complementar,Montanhas e Fé
3163904,São Pedro da União,MG,Município com oferta turística complementar,Montanhas Cafeeiras de Minas
3164001,São Pedro dos Ferros,MG,Município com oferta turística complementar,Montanhas e Fé
3164100,São Pedro do Suaçuí,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3164209,São Romão,MG,Município de apoio ao turismo,Noroeste das Gerais e Alto Paranaíba
3164308,São Roque de Minas,MG,Município com oferta turística complementar,Nascentes das Gerais e Canastra
3164431,São Sebastião da Vargem Alegre,MG,Município com oferta turística complementar,Serras e Cachoeiras
3164506,São Sebastião do Maranhão,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3164605,São Sebastião do Oeste,MG,Município com oferta turística complementar,Campo das Vertentes
3164704,São Sebastião do Paraíso,MG,Município turístico,Montanhas Cafeeiras de Minas
3164803,São Sebastião do Rio Preto,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3164902,São Sebastião do Rio Verde,MG,Município com oferta turística complementar,Terras Altas da Mantiqueira
3165206,São Thomé das Letras,MG,Município turístico,Região Encantos de Minas
3165008,São Tiago,MG,Município com oferta turística complementar,Trilha dos Inconfidentes
3165107,São Tomás de Aquino,MG,Município com oferta turística complementar,Montanhas Cafeeiras de Minas
3165305,São Vicente de Minas,MG,Município com oferta turística complementar,
3165404,Sapucaí-Mirim,MG,Município com oferta turística complementar,Serras Verdes do Sul de Minas
3165503,Sardoá,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3165560,Sem-Peixe,MG,Município com oferta turística complementar,Montanhas e Fé
3165578,Senador Amaral,MG,Município com oferta turística complementar,Serras Verdes do Sul de Minas
3165602,Senador Cortes,MG,Município de apoio ao turismo,Caminhos Verdes de Minas
3165701,Senador Firmino,MG,Município com oferta turística complementar,Serras de Minas
3165800,Senador José Bento,MG,Município com oferta turística complementar,Serras Verdes do Sul de Minas
3166105,Senhora do Porto,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3166204,Senhora dos Remédios,MG,Município com oferta turística complementar,Nascente do Rio Doce
3166303,Sericita,MG,Município com oferta turística complementar,Montanhas e Fé
3166501,Serra Azul de Minas,MG,Município com oferta turística complementar,Diamantes
3166600,Serra da Saudade,MG,Município com oferta turística complementar,Lago de Três Marias
3166709,Serra dos Aimorés,MG,Município com oferta turística complementar,Pedras Preciosas
3166808,Serra do Salitre,MG,Município com oferta turística complementar,Caminhos do Cerrado
3166907,Serrania,MG,Município com oferta turística complementar,Lago de Furnas
3167004,Serranos,MG,Município com oferta turística complementar,Terras Altas da Mantiqueira
3167103,Serro,MG,Município com oferta turística complementar,Diamantes
3167202,Sete Lagoas,MG,Município turístico,Grutas
3165552,Setubinha,MG,Município com oferta turística complementar,Pedras Preciosas
3167301,Silveirânia,MG,Município de apoio ao turismo,Caminhos Verdes de Minas
3167400,Silvianópolis,MG,Município com oferta turística complementar,Caminhos da Mantiqueira
3167509,Simão Pereira,MG,Município turístico,Caminho Novo
3167608,Simonésia,MG,Município com oferta turística complementar,Pico da Bandeira
3167707,Sobrália,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3167806,Soledade de Minas,MG,Município com oferta turística complementar,Águas
3167905,Tabuleiro,MG,Município com oferta turística complementar,Caminhos Verdes de Minas
3168002,Taiobeiras,MG,Município com oferta turística complementar,Cachaça
3168051,Taparuba,MG,Município com oferta turística complementar,Pico da Bandeira
3168101,Tapira,MG,Município com oferta turística complementar,Nascentes das Gerais e Canastra
3168507,Teixeiras,MG,Município com oferta turística complementar,Serras de Minas
3168606,Teófilo Otoni,MG,Município turístico,Pedras Preciosas
3168705,Timóteo,MG,Município turístico,Mata Atlântica de Minas
3168804,Tiradentes,MG,Município turístico,Trilha dos Inconfidentes
3168903,Tiros,MG,Município com oferta turística complementar,Lago de Três Marias
3169059,Tocos do Moji,MG,Município com oferta turística complementar,Serras Verdes do Sul de Minas
3169109,Toledo,MG,Município com oferta turística complementar,Serras Verdes do Sul de Minas
3169307,Três Corações,MG,Município turístico,Águas
3169356,Três Marias,MG,Município turístico,Lago de Três Marias
3169406,Três Pontas,MG,Município turístico,Região Encantos de Minas
3169505,Tumiritinga,MG,Município com oferta turística complementar,Trilhas do Rio Doce
3169604,Tupaciguara,MG,Município com oferta turística complementar,Rota do Triângulo
3169802,Turvolândia,MG,Município com oferta turística complementar,Lago de Furnas
3169901,Ubá,MG,Município turístico,Serras de Minas
3170057,Ubaporanga,MG,Município com oferta turística complementar,Mata Atlântica de Minas
3170107,Uberaba,MG,Município turístico,Rota do Triângulo
3170206,Uberlândia,MG,Município turístico,Rota do Triângulo
3170404,Unaí,MG,Município turístico,Noroeste das Gerais e Alto Paranaíba
3170438,União de Minas,MG,Município de apoio ao turismo,Rota do Triângulo
3170438,União de Minas,MG,Município de apoio ao turismo,Rota do Triângulo
3170479,Uruana de Minas,MG,Município com oferta turística complementar,Noroeste das Gerais e Alto Paranaíba
3170503,Urucânia,MG,Município com oferta turística complementar,Montanhas e Fé
3170529,Urucuia,MG,Município de apoio ao turismo,Urucuia Grande Sertão
3170578,Vargem Alegre,MG,Município de apoio ao turismo,Rota do Muriqui
3170602,Vargem Bonita,MG,Município com oferta turística complementar,Nascentes das Gerais e Canastra
3170701,Varginha,MG,Município turístico,
3170750,Varjão de Minas,MG,Município com oferta turística complementar,Lago de Três Marias
3170909,Varzelândia,MG,Município com oferta turística complementar,
3171006,Vazante,MG,Município com oferta turística complementar,Noroeste das Gerais e Alto Paranaíba
3171030,Verdelândia,MG,Município de apoio ao turismo,Serra Geral do Norte de Minas
3171154,Vermelho Novo,MG,Município de apoio ao turismo,Montanhas e Fé
